filepath,split,label_id,class_en,class_zh
train/images/bugs_and_beetles/00036.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00037.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00038.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00039.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00040.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00041.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00042.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00043.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00044.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00045.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00046.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00047.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00048.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00049.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00050.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00051.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00052.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00053.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00054.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00055.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00056.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00057.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00058.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00059.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00060.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00061.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00062.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00063.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00064.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00065.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00066.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00067.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00068.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00069.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00070.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00071.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00072.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00073.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00074.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00075.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00076.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00077.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00078.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00079.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00080.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00081.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00082.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00083.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00084.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00085.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00086.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00087.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00088.jpg,valid,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00089.jpg,valid,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00090.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00091.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00092.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00093.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/bugs_and_beetles/00094.jpg,valid,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00095.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00096.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00097.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00098.jpg,train,0,bugs_and_beetles,蝽或甲虫
train/images/bugs_and_beetles/00099.jpg,train,0,bugs_and_beetles,蝽或甲虫
valid/images/caddisflies/00100.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00101.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00102.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00103.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00104.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00105.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00106.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00107.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00108.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00109.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00110.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00111.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00112.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00113.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00114.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00115.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00116.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00117.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00118.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00119.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00120.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00121.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00122.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00123.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00124.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00125.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00126.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00127.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00128.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00129.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00130.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00131.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00132.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00133.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00134.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00135.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00136.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00137.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00138.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00139.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00140.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00141.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00142.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00143.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00144.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00145.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00146.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00147.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00148.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00149.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00150.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00151.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00152.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00153.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00154.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00155.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00156.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00157.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00158.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00159.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00160.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00161.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00162.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00163.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00164.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00165.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00166.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00167.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00168.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00169.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00170.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00171.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00172.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00173.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00174.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00175.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00176.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00177.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00178.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00179.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00180.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00181.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00182.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00183.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00184.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00185.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00186.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00187.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00188.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00189.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00190.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00191.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00192.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00193.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00194.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00195.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00196.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
valid/images/caddisflies/00197.jpg,valid,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00198.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/caddisflies/00199.jpg,train,1,caddisflies,石蛾幼虫（石蚕）
train/images/crabs_and_shrimps/00200.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00201.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00202.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00203.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00204.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00205.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00206.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00207.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00208.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00209.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00210.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00211.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00212.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00213.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00214.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00215.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00216.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00217.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00218.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00219.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00220.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00221.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00222.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00223.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00224.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00225.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00226.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00227.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00228.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00229.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00230.jpg,valid,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00231.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00232.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00233.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00234.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00235.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00236.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00237.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00238.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00239.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00240.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00241.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00242.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00243.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00244.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00245.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00246.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00247.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00248.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00249.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00250.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00251.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00252.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00253.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00254.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00255.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00256.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00257.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00258.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00259.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00260.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00261.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00262.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00263.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00264.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00265.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00266.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00267.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00268.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00269.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00270.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00271.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00272.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00273.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00274.jpg,valid,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00275.jpg,valid,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00276.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00277.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00278.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00279.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00280.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00281.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00282.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00283.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00284.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00285.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00286.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00287.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00288.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00289.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00290.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00291.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00292.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00293.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00294.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00295.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00296.jpg,train,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00297.jpg,valid,2,crabs_and_shrimps,蟹与虾
valid/images/crabs_and_shrimps/00298.jpg,valid,2,crabs_and_shrimps,蟹与虾
train/images/crabs_and_shrimps/00299.jpg,train,2,crabs_and_shrimps,蟹与虾
train/images/damselflies/00300.jpg,train,3,damselflies,豆娘
train/images/damselflies/00301.jpg,train,3,damselflies,豆娘
train/images/damselflies/00302.jpg,train,3,damselflies,豆娘
train/images/damselflies/00303.jpg,train,3,damselflies,豆娘
valid/images/damselflies/00304.jpg,valid,3,damselflies,豆娘
valid/images/damselflies/00305.jpg,valid,3,damselflies,豆娘
train/images/damselflies/00306.jpg,train,3,damselflies,豆娘
train/images/damselflies/00307.jpg,train,3,damselflies,豆娘
train/images/damselflies/00308.jpg,train,3,damselflies,豆娘
train/images/damselflies/00309.jpg,train,3,damselflies,豆娘
train/images/damselflies/00310.jpg,train,3,damselflies,豆娘
train/images/damselflies/00311.jpg,train,3,damselflies,豆娘
train/images/damselflies/00312.jpg,train,3,damselflies,豆娘
valid/images/damselflies/00313.jpg,valid,3,damselflies,豆娘
train/images/damselflies/00314.jpg,train,3,damselflies,豆娘
train/images/damselflies/00315.jpg,train,3,damselflies,豆娘
train/images/damselflies/00316.jpg,train,3,damselflies,豆娘
train/images/damselflies/00317.jpg,train,3,damselflies,豆娘
valid/images/damselflies/00318.jpg,valid,3,damselflies,豆娘
train/images/damselflies/00319.jpg,train,3,damselflies,豆娘
train/images/damselflies/00320.jpg,train,3,damselflies,豆娘
train/images/damselflies/00321.jpg,train,3,damselflies,豆娘
train/images/damselflies/00322.jpg,train,3,damselflies,豆娘
train/images/damselflies/00323.jpg,train,3,damselflies,豆娘
valid/images/damselflies/00324.jpg,valid,3,damselflies,豆娘
train/images/damselflies/00325.jpg,train,3,damselflies,豆娘
train/images/damselflies/00326.jpg,train,3,damselflies,豆娘
